Meanint	Meaning_ID	Word	List1	List2	Similarity
the spoon	133	k'ovz	{'к1обзи', 'хъози', "k'ovzi", "k'ovz", 'хъоци', 'кIовзи', 'k’obzi'}	{"k'ovz", "k'ovzi", 'k’obzi'}	DIFFERENT
the spoon	133	ашухъ	{'къашыкъ', 'къашугъ', 'q(g)aşıq', 'кьашокь', 'ашухъ', 'хъашокъ', 'qaşıq', 'ghashogh', 'qaşik', 'хъашугъ'}	{'ашухъ'}	DIFFERENT
the spoon	133	к1обзи	{'к1обзи', 'хъози', "k'ovzi", "k'ovz", 'хъоци', 'кIовзи', 'k’obzi'}	{'кIовзи', 'хъоци', 'к1обзи', 'хъози'}	DIFFERENT
the tail	136	ðanab	{'ðanab', 'zanab'}	{'ðanab'}	DIFFERENT
the tail	136	quyruq	{'quyruq'}	{'куйрукъ', 'къуйрукъ', 'хъуйругъ', 'уйрух', 'quyruq'}	DIFFERENT
the tail	136	zanab	{'ðanab', 'zanab'}	{'zanab'}	DIFFERENT
the tail	136	куйрукъ	{'куйрукъ', 'къуйрукъ'}	{'куйрукъ', 'къуйрукъ', 'хъуйругъ', 'уйрух', 'quyruq'}	DIFFERENT
the tail	136	лиж / риж	{'ризв', 'рижв', 'рижви', 'руджв', 'рыдж', 'рудж', 'ружв', 'лиж / риж', 'ридж', 'риж'}	{'ризв', 'рижв', 'рачI', 'рижви', 'руджв', 'рыдж', 'рудж', 'ружв', 'лиж / риж', 'ридж', 'риж'}	DIFFERENT
the tail	136	МÁХIИ	{'мигьи1', 'МÁХIИ', 'мах1и'}	{'МÁХIИ', 'мигьи1', 'могъорч1у', 'мигъерч1ч1у', 'мигъорч1у', 'мигъа', 'тум', 'мах1и'}	DIFFERENT
the tail	136	мигъа	{'мигъа'}	{'МÁХIИ', 'мигьи1', 'могъорч1у', 'мигъерч1ч1у', 'мигъорч1у', 'мигъа', 'тум', 'мах1и'}	DIFFERENT
the tail	136	мигъерч1ч1у	{'мигъерч1ч1у', 'могъорч1у', 'мигъорч1у'}	{'МÁХIИ', 'мигьи1', 'могъорч1у', 'мигъерч1ч1у', 'мигъорч1у', 'мигъа', 'тум', 'мах1и'}	DIFFERENT
the tail	136	рач1ч1ел	{'рачI', 'рач1ч1ел'}	{'хвост', 'рач1ч1ел'}	DIFFERENT
the tail	136	рачI	{'рачI', 'рач1ч1ел'}	{'ризв', 'рижв', 'рачI', 'рижви', 'руджв', 'рыдж', 'рудж', 'ружв', 'лиж / риж', 'ридж', 'риж'}	DIFFERENT
the tail	136	тум	{'тум'}	{'МÁХIИ', 'мигьи1', 'могъорч1у', 'мигъерч1ч1у', 'мигъорч1у', 'мигъа', 'тум', 'мах1и'}	DIFFERENT
the tail	136	уйрух	{'уйрух'}	{'куйрукъ', 'къуйрукъ', 'хъуйругъ', 'уйрух', 'quyruq'}	DIFFERENT
the tail	136	хвост	{'хвост'}	{'хвост', 'рач1ч1ел'}	DIFFERENT
the tail	136	хъуйругъ	{'хъуйругъ'}	{'куйрукъ', 'къуйрукъ', 'хъуйругъ', 'уйрух', 'quyruq'}	DIFFERENT
the thief	137	oğru	{'örgu', 'oğru podtv', 'oğru'}	{'угъри', 'огъри', 'oğru', 'угъурчи', 'örgu', 'уручу', 'УГЪРИ', 'oğru podtv'}	DIFFERENT
the thief	137	джинджял	{'джинджял'}	{'джинджял', 'джинжях'}	DIFFERENT
the thief	137	джинжях	{'джинжях'}	{'джинджял', 'джинжях'}	DIFFERENT
the thief	137	икIекIнакIу	{'икIекIнакIу'}	{'ОКIЕКIНÁКIУ', 'икIекIнакIу'}	DIFFERENT
the thief	137	кач1агъ	{'кач1агъ', 'къачах', 'качах', 'къачагъ'}	{'къачах', 'хъачагъ', 'къачагъ', 'кач1агъ', 'качах'}	DIFFERENT
the thief	137	огъри	{'огъри'}	{'угъри', 'огъри', 'oğru', 'угъурчи', 'örgu', 'уручу', 'УГЪРИ', 'oğru podtv'}	DIFFERENT
the thief	137	ОКIЕКIНÁКIУ	{'ОКIЕКIНÁКIУ'}	{'ОКIЕКIНÁКIУ', 'икIекIнакIу'}	DIFFERENT
the thief	137	сегънар	{'сегънар'}	{'сегънар', 'сихнари'}	DIFFERENT
the thief	137	сихнари	{'сихнари'}	{'сегънар', 'сихнари'}	DIFFERENT
the thief	137	сырыхчей	{'сырыхчи', 'сырыхчей', 'убулчи/сырыхчи'}	{'сырыхчи', 'сырыхчей'}	DIFFERENT
the thief	137	т1афал	{'т1афал', 'т1ярачи', 'тIафалчи', 'тафал', 'тIафал', 'т1афал подтвердил', 'тlафал'}	{'т1афал', 'тIафалчи', 'тафал', 'тIафал', 'т1афал подтвердил', 'тlафал'}	DIFFERENT
the thief	137	т1ярачи	{'т1афал', 'т1ярачи', 'тIафалчи', 'тафал', 'тIафал', 'т1афал подтвердил', 'тlафал'}	{'хъатрик', 'хъатрик1', 'т1ярачи', 'хъатрикI'}	DIFFERENT
the thief	137	убулчи/сырыхчи	{'сырыхчи', 'сырыхчей', 'убулчи/сырыхчи'}		NOT IN LIST 2
the thief	137	угъри	{'угъри', 'УГЪРИ', 'угъурчи'}	{'угъри', 'огъри', 'oğru', 'угъурчи', 'örgu', 'уручу', 'УГЪРИ', 'oğru podtv'}	DIFFERENT
the thief	137	уручу	{'уручу'}	{'угъри', 'огъри', 'oğru', 'угъурчи', 'örgu', 'уручу', 'УГЪРИ', 'oğru podtv'}	DIFFERENT
the thief	137	хъатрик	{'хъатрик1', 'хъатрик', 'хъатрикI'}	{'хъатрик', 'хъатрик1', 'т1ярачи', 'хъатрикI'}	DIFFERENT
the thief	137	хъачагъ	{'хъачагъ'}	{'къачах', 'хъачагъ', 'къачагъ', 'кач1агъ', 'качах'}	DIFFERENT
the thing	138	наа	{'нагъар', 'наа'}	{'наа'}	DIFFERENT
the thing	138	нагъар	{'нагъар', 'наа'}	{'нагъар'}	DIFFERENT
the thing	138	ц1ик1ва	{'ц1ик1ва'}	{'цик1ал', 'ц1ик1ва'}	DIFFERENT
the thing	138	цик1ал	{'цик1ал'}	{'цик1ал', 'ц1ик1ва'}	DIFFERENT
the thread	139	dzap	{'dzapi - georgian', 'dzap', 'dzapi'}	{'dzapi', 'dzapi - georgian', 'sap', 'сап', 'dzap'}	DIFFERENT
the thread	139	ip	{'ip', 'ip podtv', 'ip - толстая'}	{'ip', 'йип', 'ипь', 'ip podtv', 'им', 'ip - толстая', 'ип'}	DIFFERENT
the thread	139	sap	{'сап', 'sap'}	{'dzapi', 'dzapi - georgian', 'sap', 'сап', 'dzap'}	DIFFERENT
the thread	139	даже	{'даже'}		NOT IN LIST 2
the thread	139	им	{'им'}	{'ip', 'йип', 'ипь', 'ip podtv', 'им', 'ip - толстая', 'ип'}	DIFFERENT
the thread	139	ип	{'йип', 'ипь', 'ип'}	{'ip', 'йип', 'ипь', 'ip podtv', 'им', 'ip - толстая', 'ип'}	DIFFERENT
the thread	139	кару	{'кару'}	{'квасул', 'кору', 'кару', 'квари'}	DIFFERENT
the thread	139	квари	{'квари'}	{'квасул', 'кору', 'кару', 'квари'}	DIFFERENT
the thread	139	квасул	{'квасул'}	{'квасул', 'кору', 'кару', 'квари'}	DIFFERENT
the thread	139	кору	{'кору'}	{'квасул', 'кору', 'кару', 'квари'}	DIFFERENT
the thread	139	т1ат	{'т1ат1', 'т1ат'}	{'т1ат1', 'т1ат', 'тай'}	DIFFERENT
the thread	139	т1урим	{'т1урин потолще', 'т1урим', 'т1урин'}	{'т1урин потолще', 'т1урим', 'т1урин', 'ттун'}	DIFFERENT
the thread	139	тай	{'тай'}	{'т1ат1', 'т1ат', 'тай'}	DIFFERENT
the thread	139	ттун	{'ттун'}	{'т1урин потолще', 'т1урим', 'т1урин', 'ттун'}	DIFFERENT
the thread	139	ухара	{'ухара'}	{'ухур', 'ухура', 'ухара'}	DIFFERENT
the thread	139	ухур	{'ухур', 'ухура'}	{'ухур', 'ухура', 'ухара'}	DIFFERENT
the time	140	вахтт	{'вахт', 'вегIда', 'waqt', 'вакъти', 'вахта', 'vaxt', 'ваххт', 'са вахт', 'vaght', 'вахтт', 'вахту'}	{'вахт', '*вахт', 'waqt', 'вакъти', 'вахта', 'vaxt', 'ваххт', 'са вахт', 'vaght', 'вахтт', 'вахту'}	DIFFERENT
the time	140	mex	{'mex'}	{'мех', 'мих', 'mex', 'МЕХ'}	DIFFERENT
the time	140	вегIда	{'вахт', 'вегIда', 'waqt', 'вакъти', 'вахта', 'vaxt', 'ваххт', 'са вахт', 'vaght', 'вахтт', 'вахту'}	{'вегIда', 'вяде', 'вяда'}	DIFFERENT
the time	140	вяда	{'вяда', 'вяде'}	{'вегIда', 'вяде', 'вяда'}	DIFFERENT
the time	140	мех	{'мех', 'мих', 'МЕХ'}	{'мех', 'мих', 'mex', 'МЕХ'}	DIFFERENT
the time	140	рег1а	{'ригьи', 'рег1а'}	{'рег1а'}	DIFFERENT
the time	140	ригьи	{'ригьи', 'рег1а'}	{'ригьи'}	DIFFERENT
the tobacco	141	tambako	{'тамако', 'тямбаку', 'tambako', 'чембеку', 'таммаку', 'тенбек', 'тимбек', 'тамахьу', 'тамаку', 'тембаку', 'тамахьо', 'тембеку', 'тембекю', 'тамбаку подтвердил', 'тамакко', 'тамбак', 'тамбаку', 'tammako', 'таммако', 'тембекуь', 'тамакю', 'tambakoo', 'ТЕНБЕК', 'тембек'}	{'тамако', 'тямбаку', 'tambako', 'чембеку', 'тако', 'таммаку', 'тенбек', 'тимбек', 'къех1', 'тамахьу', 'тамаку', 'тембаку', 'тамахьо', 'тембеку', 'тембекю', 'тахьо', 'тамбаку подтвердил', 'тамакко', 'тамбак', 'тамбаку', 'tammako', 'таммако', 'тембекуь', 'тамакю', 'tambakoo', 'ТЕНБЕК', 'тембек'}	DIFFERENT
the tobacco	141	tootoon	{'tütüni', 'туьтуьн', 'tutuni', 'tootoon', 'тютюн', 'tutun', 'тутун/тамбаку', 'тутун', 'туьтуьнь', 'tütün'}	{'*тютюнь', 'tütüni', 'туьтуьн', 'tutuni', 'tootoon', 'тютюн', 'tutun', 'тутун', 'туьтуьнь', 'tütün'}	DIFFERENT
the tobacco	141	къех1	{'къех1'}	{'тамако', 'тямбаку', 'tambako', 'чембеку', 'тако', 'таммаку', 'тенбек', 'тимбек', 'къех1', 'тамахьу', 'тамаку', 'тембаку', 'тамахьо', 'тембеку', 'тембекю', 'тахьо', 'тамбаку подтвердил', 'тамакко', 'тамбак', 'тамбаку', 'tammako', 'таммако', 'тембекуь', 'тамакю', 'tambakoo', 'ТЕНБЕК', 'тембек'}	DIFFERENT
the tobacco	141	тако	{'тако'}	{'тамако', 'тямбаку', 'tambako', 'чембеку', 'тако', 'таммаку', 'тенбек', 'тимбек', 'къех1', 'тамахьу', 'тамаку', 'тембаку', 'тамахьо', 'тембеку', 'тембекю', 'тахьо', 'тамбаку подтвердил', 'тамакко', 'тамбак', 'тамбаку', 'tammako', 'таммако', 'тембекуь', 'тамакю', 'tambakoo', 'ТЕНБЕК', 'тембек'}	DIFFERENT
the tobacco	141	тахьо	{'тахьо'}	{'тамако', 'тямбаку', 'tambako', 'чембеку', 'тако', 'таммаку', 'тенбек', 'тимбек', 'къех1', 'тамахьу', 'тамаку', 'тембаку', 'тамахьо', 'тембеку', 'тембекю', 'тахьо', 'тамбаку подтвердил', 'тамакко', 'тамбак', 'тамбаку', 'tammako', 'таммако', 'тембекуь', 'тамакю', 'tambakoo', 'ТЕНБЕК', 'тембек'}	DIFFERENT
the tobacco	141	тутун/тамбаку	{'tütüni', 'туьтуьн', 'tutuni', 'tootoon', 'тютюн', 'tutun', 'тутун/тамбаку', 'тутун', 'туьтуьнь', 'tütün'}		NOT IN LIST 2
the tongs	142	kalbatun	{'кельбатун', 'кальбатун', 'калбатун', 'кербетин', 'kalbatun', 'келпете', 'келбатун', 'кальбатын', 'кальбэтин'}	{'kalbatun'}	DIFFERENT
the tongs	142	qalbətin	{'qalbətin'}	{'кельбатун', 'кальбатун', 'калбатун', 'кербетин', 'qalbətin', 'келбатун', 'кальбатын', 'кальбэтин'}	DIFFERENT
the tongs	142	xac’o	{'къец1', 'къяц', 'кьамццар', 'хуц1у', 'кьамцца', 'гъец1е', 'кьанццар', 'кьямцяр', 'кьянц', 'кьяц1а', 'къа1ц1', 'кьянц(п = плоскогубцы)', 'кьеццар', 'къяц1а', 'кьямц', 'кьанцц', 'къа1ц', 'кьамцц', 'гъурц1у', 'кьанццар - и то', 'гьец1и', 'гъец1и', 'к1ац', 'къац', 'к1ац1ул', 'ХаЦIУ', 'кьамцар', 'χacʼi', 'кьац1а', 'кьянццар', 'кьяцар', 'ХÓЦIУ', 'къаца', 'къец1ар', 'xac’o', 'къец', 'къецI', 'хоцIу', 'хиц1', 'гъецI', 'кьянцц'}	{'χacʼi', 'xac’o'}	DIFFERENT
the tongs	142	гъец1е	{'къец1', 'къяц', 'кьамццар', 'хуц1у', 'кьамцца', 'гъец1е', 'кьанццар', 'кьямцяр', 'кьянц', 'кьяц1а', 'къа1ц1', 'кьянц(п = плоскогубцы)', 'кьеццар', 'къяц1а', 'кьямц', 'кьанцц', 'къа1ц', 'кьамцц', 'гъурц1у', 'кьанццар - и то', 'гьец1и', 'гъец1и', 'к1ац', 'къац', 'к1ац1ул', 'ХаЦIУ', 'кьамцар', 'χacʼi', 'кьац1а', 'кьянццар', 'кьяцар', 'ХÓЦIУ', 'къаца', 'къец1ар', 'xac’o', 'къец', 'къецI', 'хоцIу', 'хиц1', 'гъецI', 'кьянцц'}	{'гьец1и', 'гъец1е', 'гъецI', 'гъец1и'}	DIFFERENT
the tongs	142	гъурц1у	{'къец1', 'къяц', 'кьамццар', 'хуц1у', 'кьамцца', 'гъец1е', 'кьанццар', 'кьямцяр', 'кьянц', 'кьяц1а', 'къа1ц1', 'кьянц(п = плоскогубцы)', 'кьеццар', 'къяц1а', 'кьямц', 'кьанцц', 'къа1ц', 'кьамцц', 'гъурц1у', 'кьанццар - и то', 'гьец1и', 'гъец1и', 'к1ац', 'къац', 'к1ац1ул', 'ХаЦIУ', 'кьамцар', 'χacʼi', 'кьац1а', 'кьянццар', 'кьяцар', 'ХÓЦIУ', 'къаца', 'къец1ар', 'xac’o', 'къец', 'къецI', 'хоцIу', 'хиц1', 'гъецI', 'кьянцц'}	{'гъурц1у'}	DIFFERENT
the tongs	142	к1ац	{'къец1', 'къяц', 'кьамццар', 'хуц1у', 'кьамцца', 'гъец1е', 'кьанццар', 'кьямцяр', 'кьянц', 'кьяц1а', 'къа1ц1', 'кьянц(п = плоскогубцы)', 'кьеццар', 'къяц1а', 'кьямц', 'кьанцц', 'къа1ц', 'кьамцц', 'гъурц1у', 'кьанццар - и то', 'гьец1и', 'гъец1и', 'к1ац', 'къац', 'к1ац1ул', 'ХаЦIУ', 'кьамцар', 'χacʼi', 'кьац1а', 'кьянццар', 'кьяцар', 'ХÓЦIУ', 'къаца', 'къец1ар', 'xac’o', 'къец', 'къецI', 'хоцIу', 'хиц1', 'гъецI', 'кьянцц'}	{'къа1ц', 'къец1', 'къяц', 'къаца', 'къец1ар', 'къяц1а', 'къец', 'к1ац', 'къац', 'к1ац1ул', 'къа1ц1', 'къецI'}	DIFFERENT
the tongs	142	калбатун	{'кельбатун', 'кальбатун', 'калбатун', 'кербетин', 'kalbatun', 'келпете', 'келбатун', 'кальбатын', 'кальбэтин'}	{'кельбатун', 'кальбатун', 'калбатун', 'кербетин', 'qalbətin', 'келбатун', 'кальбатын', 'кальбэтин'}	DIFFERENT
the tongs	142	келпете	{'кельбатун', 'кальбатун', 'калбатун', 'кербетин', 'kalbatun', 'келпете', 'келбатун', 'кальбатын', 'кальбэтин'}	{'келпете'}	DIFFERENT
the tongs	142	кьамцар	{'къец1', 'къяц', 'кьамццар', 'хуц1у', 'кьамцца', 'гъец1е', 'кьанццар', 'кьямцяр', 'кьянц', 'кьяц1а', 'къа1ц1', 'кьянц(п = плоскогубцы)', 'кьеццар', 'къяц1а', 'кьямц', 'кьанцц', 'къа1ц', 'кьамцц', 'гъурц1у', 'кьанццар - и то', 'гьец1и', 'гъец1и', 'к1ац', 'къац', 'к1ац1ул', 'ХаЦIУ', 'кьамцар', 'χacʼi', 'кьац1а', 'кьянццар', 'кьяцар', 'ХÓЦIУ', 'къаца', 'къец1ар', 'xac’o', 'къец', 'къецI', 'хоцIу', 'хиц1', 'гъецI', 'кьянцц'}	{'кьац1а', 'кьеццар', 'кьянццар', 'кьамцц', 'кьамццар', 'кьяцар', 'кьанццар - и то', 'кьамцца', 'кьанццар', 'кьямцяр', 'кьямц', 'кьянц', 'кьяц1а', 'кьянц(п = плоскогубцы)', 'кьамцар', 'кьанцц', 'кьянцц'}	DIFFERENT
the tongs	142	ХÓЦIУ	{'къец1', 'къяц', 'кьамццар', 'хуц1у', 'кьамцца', 'гъец1е', 'кьанццар', 'кьямцяр', 'кьянц', 'кьяц1а', 'къа1ц1', 'кьянц(п = плоскогубцы)', 'кьеццар', 'къяц1а', 'кьямц', 'кьанцц', 'къа1ц', 'кьамцц', 'гъурц1у', 'кьанццар - и то', 'гьец1и', 'гъец1и', 'к1ац', 'къац', 'к1ац1ул', 'ХаЦIУ', 'кьамцар', 'χacʼi', 'кьац1а', 'кьянццар', 'кьяцар', 'ХÓЦIУ', 'къаца', 'къец1ар', 'xac’o', 'къец', 'къецI', 'хоцIу', 'хиц1', 'гъецI', 'кьянцц'}	{'ХÓЦIУ', 'хуц1у', 'ХаЦIУ', 'хоцIу', 'хиц1'}	DIFFERENT
the towel	143	-mal	{'дасмал', 'дестимал', 'тесмал', 'dasmal', 'дастамал', 'desmal', 'десмел', 'дэстмал', 'дестамал', '-mal', 'ДАСМАЛ', 'тасмал', 'десмал', 'desmali', 'tasmal', 'дэстемал', 'dastar', 'dəsmal'}	{'-mal'}	DIFFERENT
the towel	143	dasmal	{'дасмал', 'дестимал', 'тесмал', 'dasmal', 'дастамал', 'desmal', 'десмел', 'дэстмал', 'дестамал', '-mal', 'ДАСМАЛ', 'тасмал', 'десмал', 'desmali', 'tasmal', 'дэстемал', 'dastar', 'dəsmal'}	{'дасмал', 'дестимал', 'тесмал', 'dasmal', 'дастамал', 'desmal', 'десмел', 'дэстмал', 'дестамал', 'тасмал', 'ДАСМАЛ', 'десмал', 'desmali', 'tasmal', 'дэстемал', 'dəsmal'}	DIFFERENT
the towel	143	dastar	{'дасмал', 'дестимал', 'тесмал', 'dasmal', 'дастамал', 'desmal', 'десмел', 'дэстмал', 'дестамал', '-mal', 'ДАСМАЛ', 'тасмал', 'десмал', 'desmali', 'tasmal', 'дэстемал', 'dastar', 'dəsmal'}	{'dastar'}	DIFFERENT
the towel	143	maˤmərči kul erkɬ'urtːut	{"maˤmərči kul erkɬ'urtːut"}		NOT IN LIST 2
the towel	143	roomal	{'рокьучул', 'roomal'}	{'roomal'}	DIFFERENT
the towel	143	t’ilo	{'чюй', 't’ilo'}	{'t’ilo'}	DIFFERENT
the towel	143	бет	{'бет', 'ягълукъ', 'явлукъ'}	{'бет'}	DIFFERENT
the towel	143	рокьучул	{'рокьучул', 'roomal'}	{'рокьучул'}	DIFFERENT
the towel	143	чюй	{'чюй', 't’ilo'}	{'чюй'}	DIFFERENT
the towel	143	явлукъ	{'бет', 'ягълукъ', 'явлукъ'}	{'ягълукъ', 'явлукъ'}	DIFFERENT
the trousers	144	вачаг	{'вяхчег', 'охчог', 'вачаг'}	{'вяхчег', 'вачаг'}	DIFFERENT
the trousers	144	охчог	{'вяхчег', 'охчог', 'вачаг'}	{'ошкъгоги', 'охчог'}	DIFFERENT
the trousers	144	ошкъгоги	{'ошкъгоги'}	{'ошкъгоги', 'охчог'}	DIFFERENT
the trousers	144	худжаг	{'худжаг', 'хуччаг', 'худжага'}	{'хюжаг', 'худжаг', 'хуччаг', 'худжага'}	DIFFERENT
the trousers	144	хюжаг	{'хюжаг'}	{'хюжаг', 'худжаг', 'хуччаг', 'худжага'}	DIFFERENT
the turnip	145	?хьылаб	{'?хьылаб'}		NOT IN LIST 2
the turnip	145	*турф	{'bərq', '*турф'}	{'туьрп', '*турф', 'турф', 'turp', 'ТУРП', 'тюрп', 'турф подтвердил', 'турп', 'турф п', 'турф тоже'}	DIFFERENT
the turnip	145	şalğam	{'shalgam', 'şalğam', 'talgami', 'shalgham', 'талган'}	{'shalgam', 'şalğam', 'talgami', 'shalgham', 'талган', 'палган'}	DIFFERENT
the turnip	145	turp	{'туьрп', 'турф', 'turp', 'ТУРП', 'тюрп', 'турф подтвердил', 'турп', 'турф п', 'турф тоже'}	{'туьрп', '*турф', 'турф', 'turp', 'ТУРП', 'тюрп', 'турф подтвердил', 'турп', 'турф п', 'турф тоже'}	DIFFERENT
the turnip	145	к1ар	{'к1ар'}	{'кьа', '*кьа', 'къа', 'кьая подтвердил', 'къар', 'к1ар', 'кьаъа', 'кьая', 'кьаъ', 'кьа(й)', 'къаъ', 'кьа1', 'кьар'}	DIFFERENT
the turnip	145	къа	{'кьа', 'кьая подтвердил', 'къа', 'къар', 'кьаъа', 'кьая', 'кьаъ', 'кьа(й)', 'къаъ', 'кьа1', 'кьар'}	{'кьа', '*кьа', 'къа', 'кьая подтвердил', 'къар', 'к1ар', 'кьаъа', 'кьая', 'кьаъ', 'кьа(й)', 'къаъ', 'кьа1', 'кьар'}	DIFFERENT
the turnip	145	палган	{'палган'}	{'shalgam', 'şalğam', 'talgami', 'shalgham', 'талган', 'палган'}	DIFFERENT
the voice	146	saç	{'saç'}	{'сес - литературное', 'сас', 'сес', 'сес,', 'сэс', 'ses', 'səş', 'сес - хороший голос', 'СЕС', 'səs', 'saç'}	DIFFERENT
the voice	146	ses	{'сес - литературное', 'сас', 'сес', 'сес,', 'сэс', 'ses', 'səş', 'сес - хороший голос', 'СЕС', 'səs'}	{'сес - литературное', 'сас', 'сес', 'сес,', 'сэс', 'ses', 'səş', 'сес - хороший голос', 'СЕС', 'səs', 'saç'}	DIFFERENT
the voice	146	гьарч1у	{'гьарч1у', 'гьач1ч1у'}	{'лъарч1ч1у', 'гьарч1у', 'гьач1ч1у', 'лъац1о', 'лъоч1ч1у', 'лъоч1у'}	DIFFERENT
the voice	146	дах	{'дех', 'дах'}	{'дих,', 'дих', 'дихъ', 'дех', 'дах'}	DIFFERENT
the voice	146	дих	{'дих', 'дихъ', 'дих,'}	{'дих,', 'дих', 'дихъ', 'дех', 'дах'}	DIFFERENT
the voice	146	лъарч1ч1у	{'лъоч1ч1у', 'лъарч1ч1у'}	{'лъарч1ч1у', 'гьарч1у', 'гьач1ч1у', 'лъац1о', 'лъоч1ч1у', 'лъоч1у'}	DIFFERENT
the voice	146	лъац1о	{'лъоч1ч1у', 'лъац1о', 'лъоч1у'}	{'лъарч1ч1у', 'гьарч1у', 'гьач1ч1у', 'лъац1о', 'лъоч1ч1у', 'лъоч1у'}	DIFFERENT
the wall	147	jadr	{'jidaar', 'jadr', 'judraan', 'jedar'}	{'jidaar', 'jadr', 'jedar'}	DIFFERENT
the wall	147	judraan	{'jidaar', 'jadr', 'judraan', 'jedar'}	{'judraan'}	DIFFERENT
the wall	147	k'edel	{"k'edel", "k'edeli"}	{"k'edeli - georgian", "k'edel", "k'edeli"}	DIFFERENT
the wall	147	къед	{'къед', 'къеда'}	{'къийН', 'къинда', 'къен', 'къиНй', 'къин', 'къед', 'къеда', 'къиН'}	DIFFERENT
the wall	147	къен	{'къийН', 'къинда', 'къен', 'къиНй', 'къин', 'къиН'}	{'къийН', 'къинда', 'къен', 'къиНй', 'къин', 'къед', 'къеда', 'къиН'}	DIFFERENT
the wall	147	цал	{'цал'}	{'цил', 'цал'}	DIFFERENT
the wall	147	цил	{'цил'}	{'цил', 'цал'}	DIFFERENT
the watermelon	148	q'arbuz	{'гарпуз', 'хорбаз', 'qarpuz', 'q(g)arpız', 'къарбуз', 'хъарпыз', 'хъармуз', 'хъарпузи', 'харбуз', 'къарпыз', 'хъарпýз', 'гарпыз', 'tarbuz', 'хъапузи', 'харбузи', 'къарпуз', "q'arbuz", 'хъарпуз', 'qarpız', 'гъарпуз', 'qarpuzi'}	{'гарпуз', 'хорбаз', 'qarpuz', 'q(g)arpız', 'хъарпыз', 'къарбуз', 'хъарпузи', 'харбуз', 'къарпыз', 'хъарпýз', 'гарпыз', 'хъапузи', 'харбузи', 'къарпуз', "q'arbuz", 'хъарпуз', 'qarpız', 'гъарпуз', 'qarpuzi'}	DIFFERENT
the watermelon	148	tarbuz	{'гарпуз', 'хорбаз', 'qarpuz', 'q(g)arpız', 'къарбуз', 'хъарпыз', 'хъармуз', 'хъарпузи', 'харбуз', 'къарпыз', 'хъарпýз', 'гарпыз', 'tarbuz', 'хъапузи', 'харбузи', 'къарпуз', "q'arbuz", 'хъарпуз', 'qarpız', 'гъарпуз', 'qarpuzi'}	{'арбуз', 'tarbuz', 'арпуз'}	DIFFERENT
the watermelon	148	арбуз	{'арбуз', 'арпуз'}	{'арбуз', 'tarbuz', 'арпуз'}	DIFFERENT
the watermelon	148	кьюрдун хумурзаг	{'хорзумаг', 'хурзумак', 'хурдзумага', 'хурдзумаг', 'хурдзмага', 'кьюрдун хумурзаг', 'хурзумаг', 'хумурзак', 'хумурзаг', 'хмурзаг'}	{'хорзумаг', 'хурзумак', 'хурдзумага', 'хурдзумаг', 'хурдзмага', 'хъармуз', 'кьюрдун хумурзаг', 'хурзумаг', 'хумурзак', 'хумурзаг', 'хмурзаг'}	DIFFERENT
the watermelon	148	халбузак	{'хилбизак', 'хъарбизаг', 'халбузак', 'хъалпусак'}	{'хъидбизак', 'хъарбизаг', 'хилбизак', 'халбузак', 'хъалпусак'}	DIFFERENT
the watermelon	148	хъармуз	{'гарпуз', 'хорбаз', 'qarpuz', 'q(g)arpız', 'къарбуз', 'хъарпыз', 'хъармуз', 'хъарпузи', 'харбуз', 'къарпыз', 'хъарпýз', 'гарпыз', 'tarbuz', 'хъапузи', 'харбузи', 'къарпуз', "q'arbuz", 'хъарпуз', 'qarpız', 'гъарпуз', 'qarpuzi'}	{'хорзумаг', 'хурзумак', 'хурдзумага', 'хурдзумаг', 'хурдзмага', 'хъармуз', 'кьюрдун хумурзаг', 'хурзумаг', 'хумурзак', 'хумурзаг', 'хмурзаг'}	DIFFERENT
the watermelon	148	хъидбизак	{'хъидбизак'}	{'хъидбизак', 'хъарбизаг', 'хилбизак', 'халбузак', 'хъалпусак'}	DIFFERENT
the wedding	149	k'orts'il	{"k'orts'il"}	{"korts'i", "k'orts'il", "korts'ili"}	DIFFERENT
the wedding	149	korts'i	{"korts'i", "korts'ili"}	{"korts'i", "k'orts'il", "korts'ili"}	DIFFERENT
the wedding	149	tazawwuj	{'tazawwuj'}	{'zawaaj', 'tazawwuj'}	DIFFERENT
the wedding	149	zawaaj	{'zawaaj'}	{'zawaaj', 'tazawwuj'}	DIFFERENT
the wedding	149	зурма-къили	{'зурма-къили'}	{'сухIмат-къили', 'зурма-къили'}	DIFFERENT
the wedding	149	рехин	{'рехин'}	{'ригьин-цIай', 'рехин'}	DIFFERENT
the wedding	149	ригьин-цIай	{'ригьин-цIай'}	{'ригьин-цIай', 'рехин'}	DIFFERENT
the wedding	149	сухIмат-къили	{'сухIмат-къили'}	{'сухIмат-къили', 'зурма-къили'}	DIFFERENT
the wedding	149	т1акин	{'т1акин'}	{'ц1ак1ин', 'цIакIин', 'т1акин', 'ц1ак1инар'}	DIFFERENT
the wedding	149	ц1ак1ин	{'ц1ак1ин', 'цIакIин', 'ц1ак1инар'}	{'ц1ак1ин', 'цIакIин', 'т1акин', 'ц1ак1инар'}	DIFFERENT
